canton_id,canton,sfo_commune_id,commune,income_tax_canton,income_tax_commune,income_tax_church_protestant,income_tax_church_roman_catholic,income_tax_church_christian_catholic,wealth_tax_canton,wealth_tax_commune,wealth_tax_church_protestant,wealth_tax_church_roman_catholic,wealth_tax_church_christian_catholic,profit_canton,profit_commune,profit_church,capital_canton,capital_commune,capital_church
1,ZH,131,Adliswil,98.00,102.00,10.00,10.00,14.00,98.00,102.00,10.00,10.00,14.00,98.00,112.00,0.00,98.00,112.00,0.00
1,ZH,241,Aesch (ZH),98.00,91.00,11.00,10.00,14.00,98.00,91.00,11.00,10.00,14.00,98.00,101.60,0.00,98.00,101.60,0.00
1,ZH,1,Aeugst am Albis,98.00,90.00,12.00,13.00,14.00,98.00,90.00,12.00,13.00,14.00,98.00,102.33,0.00,98.00,102.33,0.00
1,ZH,2,Affoltern am Albis,98.00,122.00,12.00,13.00,14.00,98.00,122.00,12.00,13.00,14.00,98.00,134.51,0.00,98.00,134.51,0.00
1,ZH,211,Altikon,98.00,114.00,12.00,13.00,14.00,98.00,114.00,12.00,13.00,14.00,98.00,126.19,0.00,98.00,126.19,0.00
1,ZH,291,Andelfingen,98.00,117.00,12.00,14.00,14.00,98.00,117.00,12.00,14.00,14.00,98.00,129.50,0.00,98.00,129.50,0.00
1,ZH,51,Bachenbülach,98.00,106.00,10.00,11.00,14.00,98.00,106.00,10.00,11.00,14.00,98.00,116.46,0.00,98.00,116.46,0.00
1,ZH,81,Bachs,98.00,128.00,14.00,10.00,14.00,98.00,128.00,14.00,10.00,14.00,98.00,140.96,0.00,98.00,140.96,0.00
1,ZH,52,Bassersdorf,98.00,114.00,12.00,9.00,14.00,98.00,114.00,12.00,9.00,14.00,98.00,124.53,0.00,98.00,124.53,0.00
1,ZH,297,Bauma,98.00,120.00,14.00,13.00,14.00,98.00,120.00,14.00,13.00,14.00,98.00,133.69,0.00,98.00,133.69,0.00
1,ZH,22,Benken (ZH),98.00,110.00,14.00,14.00,14.00,98.00,110.00,14.00,14.00,14.00,98.00,124.00,0.00,98.00,124.00,0.00
1,ZH,23,Berg am Irchel,98.00,98.00,12.00,13.00,14.00,98.00,98.00,12.00,13.00,14.00,98.00,110.14,0.00,98.00,110.14,0.00
1,ZH,242,Birmensdorf (ZH),98.00,112.00,11.00,10.00,14.00,98.00,112.00,11.00,10.00,14.00,98.00,122.54,0.00,98.00,122.54,0.00
1,ZH,3,Bonstetten,98.00,109.00,12.00,11.00,14.00,98.00,109.00,12.00,11.00,14.00,98.00,120.56,0.00,98.00,120.56,0.00
1,ZH,82,Boppelsen,98.00,94.00,13.00,10.00,14.00,98.00,94.00,13.00,10.00,14.00,98.00,105.95,0.00,98.00,105.95,0.00
1,ZH,213,Brütten,98.00,85.00,12.00,13.00,14.00,98.00,85.00,12.00,13.00,14.00,98.00,97.27,0.00,98.00,97.27,0.00
1,ZH,112,Bubikon,98.00,118.00,14.00,12.00,14.00,98.00,118.00,14.00,12.00,14.00,98.00,131.62,0.00,98.00,131.62,0.00
1,ZH,24,Buch am Irchel,98.00,106.00,12.00,13.00,14.00,98.00,106.00,12.00,13.00,14.00,98.00,118.17,0.00,98.00,118.17,0.00
1,ZH,83,Buchs (ZH),98.00,105.00,11.00,10.00,14.00,98.00,105.00,11.00,10.00,14.00,98.00,115.49,0.00,98.00,115.49,0.00
1,ZH,111,Bäretswil,98.00,106.00,14.00,13.00,14.00,98.00,106.00,14.00,13.00,14.00,98.00,119.71,0.00,98.00,119.71,0.00
1,ZH,53,Bülach,98.00,114.00,10.00,11.00,14.00,98.00,114.00,10.00,11.00,14.00,98.00,124.50,0.00,98.00,124.50,0.00
1,ZH,25,Dachsen,98.00,111.00,12.00,14.00,14.00,98.00,111.00,12.00,14.00,14.00,98.00,123.62,0.00,98.00,123.62,0.00
1,ZH,86,Dielsdorf,98.00,105.00,12.00,10.00,14.00,98.00,105.00,12.00,10.00,14.00,98.00,115.94,0.00,98.00,115.94,0.00
1,ZH,243,Dietikon,98.00,121.00,12.00,13.00,14.00,98.00,121.00,12.00,13.00,14.00,98.00,133.69,0.00,98.00,133.69,0.00
1,ZH,54,Dietlikon,98.00,105.00,11.00,8.00,14.00,98.00,105.00,11.00,8.00,14.00,98.00,114.50,0.00,98.00,114.50,0.00
1,ZH,216,Dinhard,98.00,90.00,12.00,13.00,14.00,98.00,90.00,12.00,13.00,14.00,98.00,102.25,0.00,98.00,102.25,0.00
1,ZH,26,Dorf,98.00,104.00,14.00,13.00,14.00,98.00,104.00,14.00,13.00,14.00,98.00,117.75,0.00,98.00,117.75,0.00
1,ZH,214,Dägerlen,98.00,106.00,14.00,13.00,14.00,98.00,106.00,14.00,13.00,14.00,98.00,119.82,0.00,98.00,119.82,0.00
1,ZH,84,Dällikon,98.00,107.00,11.00,10.00,14.00,98.00,107.00,11.00,10.00,14.00,98.00,117.42,0.00,98.00,117.42,0.00
1,ZH,85,Dänikon,98.00,120.00,11.00,10.00,14.00,98.00,120.00,11.00,10.00,14.00,98.00,130.49,0.00,98.00,130.49,0.00
1,ZH,215,Dättlikon,98.00,114.00,12.00,13.00,14.00,98.00,114.00,12.00,13.00,14.00,98.00,126.23,0.00,98.00,126.23,0.00
1,ZH,191,Dübendorf,98.00,96.00,11.00,11.00,14.00,98.00,96.00,11.00,11.00,14.00,98.00,107.00,0.00,98.00,107.00,0.00
1,ZH,113,Dürnten,98.00,113.00,14.00,12.00,14.00,98.00,113.00,14.00,12.00,14.00,98.00,126.14,0.00,98.00,126.14,0.00
1,ZH,192,Egg,98.00,101.00,12.00,9.00,14.00,98.00,101.00,12.00,9.00,14.00,98.00,111.65,0.00,98.00,111.65,0.00
1,ZH,55,Eglisau,98.00,113.00,13.00,13.00,14.00,98.00,113.00,13.00,13.00,14.00,98.00,126.00,0.00,98.00,126.00,0.00
1,ZH,294,Elgg,98.00,121.00,14.00,14.00,14.00,98.00,121.00,14.00,14.00,14.00,98.00,135.00,0.00,98.00,135.00,0.00
1,ZH,218,Ellikon an der Thur,98.00,117.00,12.00,13.00,14.00,98.00,117.00,12.00,13.00,14.00,98.00,129.27,0.00,98.00,129.27,0.00
1,ZH,219,Elsau,98.00,117.00,14.00,13.00,14.00,98.00,117.00,14.00,13.00,14.00,98.00,130.61,0.00,98.00,130.61,0.00
1,ZH,56,Embrach,98.00,114.00,12.00,13.00,14.00,98.00,114.00,12.00,13.00,14.00,98.00,126.46,0.00,98.00,126.46,0.00
1,ZH,151,Erlenbach (ZH),98.00,76.00,8.00,7.00,14.00,98.00,76.00,8.00,7.00,14.00,98.00,83.58,0.00,98.00,83.58,0.00
1,ZH,172,Fehraltorf,98.00,111.00,13.00,11.00,14.00,98.00,111.00,13.00,11.00,14.00,98.00,123.20,0.00,98.00,123.20,0.00
1,ZH,27,Feuerthalen,98.00,114.00,14.00,14.00,14.00,98.00,114.00,14.00,14.00,14.00,98.00,128.00,0.00,98.00,128.00,0.00
1,ZH,114,Fischenthal,98.00,122.00,14.00,13.00,14.00,98.00,122.00,14.00,13.00,14.00,98.00,135.70,0.00,98.00,135.70,0.00
1,ZH,28,Flaach,98.00,107.00,12.00,13.00,14.00,98.00,107.00,12.00,13.00,14.00,98.00,119.26,0.00,98.00,119.26,0.00
1,ZH,29,Flurlingen,98.00,111.00,12.00,14.00,14.00,98.00,111.00,12.00,14.00,14.00,98.00,123.64,0.00,98.00,123.64,0.00
1,ZH,57,Freienstein-Teufen,98.00,99.00,14.00,13.00,14.00,98.00,99.00,14.00,13.00,14.00,98.00,112.68,0.00,98.00,112.68,0.00
1,ZH,193,Fällanden,98.00,99.00,11.00,11.00,14.00,98.00,99.00,11.00,11.00,14.00,98.00,110.00,0.00,98.00,110.00,0.00
1,ZH,244,Geroldswil,98.00,112.00,11.00,9.00,14.00,98.00,112.00,11.00,9.00,14.00,98.00,121.84,0.00,98.00,121.84,0.00
1,ZH,58,Glattfelden,98.00,120.00,14.00,13.00,14.00,98.00,120.00,14.00,13.00,14.00,98.00,133.59,0.00,98.00,133.59,0.00
1,ZH,115,Gossau (ZH),98.00,117.00,14.00,14.00,14.00,98.00,117.00,14.00,14.00,14.00,98.00,131.00,0.00,98.00,131.00,0.00
1,ZH,194,Greifensee,98.00,96.00,11.00,10.00,14.00,98.00,96.00,11.00,10.00,14.00,98.00,106.57,0.00,98.00,106.57,0.00
1,ZH,116,Grüningen,98.00,116.00,12.00,13.00,14.00,98.00,116.00,12.00,13.00,14.00,98.00,128.34,0.00,98.00,128.34,0.00
1,ZH,220,Hagenbuch,98.00,123.00,14.00,14.00,14.00,98.00,123.00,14.00,14.00,14.00,98.00,137.00,0.00,98.00,137.00,0.00
1,ZH,4,Hausen am Albis,98.00,112.00,12.00,14.00,14.00,98.00,112.00,12.00,14.00,14.00,98.00,124.90,0.00,98.00,124.90,0.00
1,ZH,5,Hedingen,98.00,100.00,12.00,13.00,14.00,98.00,100.00,12.00,13.00,14.00,98.00,112.40,0.00,98.00,112.40,0.00
1,ZH,31,Henggart,98.00,103.00,14.00,13.00,14.00,98.00,103.00,14.00,13.00,14.00,98.00,116.73,0.00,98.00,116.73,0.00
1,ZH,152,Herrliberg,98.00,75.00,9.00,8.00,14.00,98.00,75.00,9.00,8.00,14.00,98.00,83.57,0.00,98.00,83.57,0.00
1,ZH,221,Hettlingen,98.00,97.00,13.00,13.00,14.00,98.00,97.00,13.00,13.00,14.00,98.00,110.00,0.00,98.00,110.00,0.00
1,ZH,117,Hinwil,98.00,119.00,12.00,16.00,14.00,98.00,119.00,12.00,16.00,14.00,98.00,132.60,0.00,98.00,132.60,0.00
1,ZH,173,Hittnau,98.00,113.00,14.00,11.00,14.00,98.00,113.00,14.00,11.00,14.00,98.00,126.10,0.00,98.00,126.10,0.00
1,ZH,59,Hochfelden,98.00,116.00,10.00,11.00,14.00,98.00,116.00,10.00,11.00,14.00,98.00,126.41,0.00,98.00,126.41,0.00
1,ZH,153,Hombrechtikon,98.00,113.00,11.00,13.00,14.00,98.00,113.00,11.00,13.00,14.00,98.00,124.92,0.00,98.00,124.92,0.00
1,ZH,295,Horgen,98.00,90.00,10.00,7.00,14.00,98.00,90.00,10.00,7.00,14.00,98.00,98.47,0.00,98.00,98.47,0.00
1,ZH,60,Höri,98.00,110.00,10.00,11.00,14.00,98.00,110.00,10.00,11.00,14.00,98.00,120.56,0.00,98.00,120.56,0.00
1,ZH,61,Hüntwangen,98.00,108.00,14.00,13.00,14.00,98.00,108.00,14.00,13.00,14.00,98.00,121.69,0.00,98.00,121.69,0.00
1,ZH,87,Hüttikon,98.00,113.00,13.00,10.00,14.00,98.00,113.00,13.00,10.00,14.00,98.00,124.47,0.00,98.00,124.47,0.00
1,ZH,296,Illnau-Effretikon,98.00,113.00,13.00,13.00,14.00,98.00,113.00,13.00,13.00,14.00,98.00,126.00,0.00,98.00,126.00,0.00
1,ZH,6,Kappel am Albis,98.00,102.00,14.00,14.00,14.00,98.00,102.00,14.00,14.00,14.00,98.00,116.00,0.00,98.00,116.00,0.00
1,ZH,135,Kilchberg (ZH),98.00,72.00,8.00,6.00,14.00,98.00,72.00,8.00,6.00,14.00,98.00,79.06,0.00,98.00,79.06,0.00
1,ZH,33,Kleinandelfingen,98.00,116.00,12.00,14.00,14.00,98.00,116.00,12.00,14.00,14.00,98.00,128.54,0.00,98.00,128.54,0.00
1,ZH,62,Kloten,98.00,100.00,9.00,9.00,14.00,98.00,100.00,9.00,9.00,14.00,98.00,109.00,0.00,98.00,109.00,0.00
1,ZH,7,Knonau,98.00,116.00,14.00,14.00,14.00,98.00,116.00,14.00,14.00,14.00,98.00,130.00,0.00,98.00,130.00,0.00
1,ZH,154,Küsnacht (ZH),98.00,73.00,7.00,7.00,14.00,98.00,73.00,7.00,7.00,14.00,98.00,80.00,0.00,98.00,80.00,0.00
1,ZH,136,Langnau am Albis,98.00,106.00,10.00,13.00,14.00,98.00,106.00,10.00,13.00,14.00,98.00,117.59,0.00,98.00,117.59,0.00
1,ZH,34,Laufen-Uhwiesen,98.00,104.00,12.00,14.00,14.00,98.00,104.00,12.00,14.00,14.00,98.00,116.58,0.00,98.00,116.58,0.00
1,ZH,176,Lindau,98.00,106.00,12.00,13.00,14.00,98.00,106.00,12.00,13.00,14.00,98.00,118.41,0.00,98.00,118.41,0.00
1,ZH,63,Lufingen,98.00,92.00,12.00,13.00,14.00,98.00,92.00,12.00,13.00,14.00,98.00,104.48,0.00,98.00,104.48,0.00
1,ZH,35,Marthalen,98.00,107.00,14.00,14.00,14.00,98.00,107.00,14.00,14.00,14.00,98.00,121.00,0.00,98.00,121.00,0.00
1,ZH,8,Maschwanden,98.00,129.00,12.00,14.00,14.00,98.00,129.00,12.00,14.00,14.00,98.00,141.72,0.00,98.00,141.72,0.00
1,ZH,195,Maur,98.00,85.00,9.00,9.00,14.00,98.00,85.00,9.00,9.00,14.00,98.00,94.00,0.00,98.00,94.00,0.00
1,ZH,156,Meilen,98.00,79.00,9.00,7.00,14.00,98.00,79.00,9.00,7.00,14.00,98.00,87.16,0.00,98.00,87.16,0.00
1,ZH,9,Mettmenstetten,98.00,98.00,12.00,14.00,14.00,98.00,98.00,12.00,14.00,14.00,98.00,110.84,0.00,98.00,110.84,0.00
1,ZH,155,Männedorf,98.00,91.00,11.00,11.00,14.00,98.00,91.00,11.00,11.00,14.00,98.00,102.00,0.00,98.00,102.00,0.00
1,ZH,196,Mönchaltorf,98.00,108.00,13.00,9.00,14.00,98.00,108.00,13.00,9.00,14.00,98.00,119.52,0.00,98.00,119.52,0.00
1,ZH,88,Neerach,98.00,77.00,12.00,10.00,14.00,98.00,77.00,12.00,10.00,14.00,98.00,88.28,0.00,98.00,88.28,0.00
1,ZH,223,Neftenbach,98.00,102.00,10.00,13.00,14.00,98.00,102.00,10.00,13.00,14.00,98.00,112.90,0.00,98.00,112.90,0.00
1,ZH,89,Niederglatt,98.00,106.00,13.00,10.00,14.00,98.00,106.00,13.00,10.00,14.00,98.00,117.53,0.00,98.00,117.53,0.00
1,ZH,90,Niederhasli,98.00,112.00,13.00,10.00,14.00,98.00,112.00,13.00,10.00,14.00,98.00,123.53,0.00,98.00,123.53,0.00
1,ZH,91,Niederweningen,98.00,102.00,10.00,10.00,14.00,98.00,102.00,10.00,10.00,14.00,98.00,112.00,0.00,98.00,112.00,0.00
1,ZH,64,Nürensdorf,98.00,90.00,12.00,9.00,14.00,98.00,90.00,12.00,9.00,14.00,98.00,100.77,0.00,98.00,100.77,0.00
1,ZH,65,Oberembrach,98.00,122.00,12.00,13.00,14.00,98.00,122.00,12.00,13.00,14.00,98.00,134.27,0.00,98.00,134.27,0.00
1,ZH,245,Oberengstringen,98.00,109.00,10.00,13.00,14.00,98.00,109.00,10.00,13.00,14.00,98.00,120.74,0.00,98.00,120.74,0.00
1,ZH,92,Oberglatt,98.00,117.00,13.00,10.00,14.00,98.00,117.00,13.00,10.00,14.00,98.00,128.20,0.00,98.00,128.20,0.00
1,ZH,137,Oberrieden,98.00,84.00,12.00,11.00,14.00,98.00,84.00,12.00,11.00,14.00,98.00,95.58,0.00,98.00,95.58,0.00
1,ZH,93,Oberweningen,98.00,96.00,10.00,10.00,14.00,98.00,96.00,10.00,10.00,14.00,98.00,106.00,0.00,98.00,106.00,0.00
1,ZH,10,Obfelden,98.00,119.00,12.00,13.00,14.00,98.00,119.00,12.00,13.00,14.00,98.00,131.48,0.00,98.00,131.48,0.00
1,ZH,157,Oetwil am See,98.00,116.00,14.00,9.00,14.00,98.00,116.00,14.00,9.00,14.00,98.00,127.55,0.00,98.00,127.55,0.00
1,ZH,246,Oetwil an der Limmat,98.00,107.00,11.00,9.00,14.00,98.00,107.00,11.00,9.00,14.00,98.00,116.94,0.00,98.00,116.94,0.00
1,ZH,66,Opfikon,98.00,94.00,8.00,7.00,14.00,98.00,94.00,8.00,7.00,14.00,98.00,101.34,0.00,98.00,101.34,0.00
1,ZH,37,Ossingen,98.00,99.00,14.00,14.00,14.00,98.00,99.00,14.00,14.00,14.00,98.00,113.00,0.00,98.00,113.00,0.00
1,ZH,94,Otelfingen,98.00,112.00,13.00,10.00,14.00,98.00,112.00,13.00,10.00,14.00,98.00,123.44,0.00,98.00,123.44,0.00
1,ZH,11,Ottenbach,98.00,115.00,12.00,13.00,14.00,98.00,115.00,12.00,13.00,14.00,98.00,127.43,0.00,98.00,127.43,0.00
1,ZH,224,Pfungen,98.00,117.00,12.00,13.00,14.00,98.00,117.00,12.00,13.00,14.00,98.00,129.41,0.00,98.00,129.41,0.00
1,ZH,177,Pfäffikon,98.00,110.00,12.00,11.00,14.00,98.00,110.00,12.00,11.00,14.00,98.00,121.63,0.00,98.00,121.63,0.00
1,ZH,67,Rafz,98.00,113.00,14.00,13.00,14.00,98.00,113.00,14.00,13.00,14.00,98.00,126.63,0.00,98.00,126.63,0.00
1,ZH,95,Regensberg,98.00,110.00,14.00,10.00,14.00,98.00,110.00,14.00,10.00,14.00,98.00,123.20,0.00,98.00,123.20,0.00
1,ZH,96,Regensdorf,98.00,117.00,11.00,10.00,14.00,98.00,117.00,11.00,10.00,14.00,98.00,127.44,0.00,98.00,127.44,0.00
1,ZH,38,Rheinau,98.00,112.00,14.00,14.00,14.00,98.00,112.00,14.00,14.00,14.00,98.00,126.00,0.00,98.00,126.00,0.00
1,ZH,138,Richterswil,98.00,99.00,12.00,14.00,14.00,98.00,99.00,12.00,14.00,14.00,98.00,111.98,0.00,98.00,111.98,0.00
1,ZH,225,Rickenbach (ZH),98.00,108.00,12.00,13.00,14.00,98.00,108.00,12.00,13.00,14.00,98.00,120.32,0.00,98.00,120.32,0.00
1,ZH,12,Rifferswil,98.00,122.00,12.00,14.00,14.00,98.00,122.00,12.00,14.00,14.00,98.00,134.60,0.00,98.00,134.60,0.00
1,ZH,68,Rorbas,98.00,103.00,14.00,13.00,14.00,98.00,103.00,14.00,13.00,14.00,98.00,116.57,0.00,98.00,116.57,0.00
1,ZH,178,Russikon,98.00,113.00,12.00,11.00,14.00,98.00,113.00,12.00,11.00,14.00,98.00,124.67,0.00,98.00,124.67,0.00
1,ZH,97,Rümlang,98.00,109.00,14.00,14.00,14.00,98.00,109.00,14.00,14.00,14.00,98.00,123.00,0.00,98.00,123.00,0.00
1,ZH,139,Rüschlikon,98.00,75.00,10.00,10.00,14.00,98.00,75.00,10.00,10.00,14.00,98.00,85.00,0.00,98.00,85.00,0.00
1,ZH,118,Rüti (ZH),98.00,119.00,14.00,12.00,14.00,98.00,119.00,14.00,12.00,14.00,98.00,131.94,0.00,98.00,131.94,0.00
1,ZH,226,Schlatt (ZH),98.00,125.00,14.00,12.00,14.00,98.00,125.00,14.00,12.00,14.00,98.00,138.64,0.00,98.00,138.64,0.00
1,ZH,98,Schleinikon,98.00,108.00,10.00,10.00,14.00,98.00,108.00,10.00,10.00,14.00,98.00,118.00,0.00,98.00,118.00,0.00
1,ZH,247,Schlieren,98.00,111.00,11.00,10.00,14.00,98.00,111.00,11.00,10.00,14.00,98.00,121.28,0.00,98.00,121.28,0.00
1,ZH,197,Schwerzenbach,98.00,104.00,11.00,11.00,14.00,98.00,104.00,11.00,11.00,14.00,98.00,115.00,0.00,98.00,115.00,0.00
1,ZH,99,Schöfflisdorf,98.00,99.00,10.00,10.00,14.00,98.00,99.00,10.00,10.00,14.00,98.00,109.00,0.00,98.00,109.00,0.00
1,ZH,119,Seegräben,98.00,111.00,12.00,14.00,14.00,98.00,111.00,12.00,14.00,14.00,98.00,123.68,0.00,98.00,123.68,0.00
1,ZH,227,Seuzach,98.00,100.00,12.00,13.00,14.00,98.00,100.00,12.00,13.00,14.00,98.00,112.38,0.00,98.00,112.38,0.00
1,ZH,100,Stadel,98.00,113.00,14.00,13.00,14.00,98.00,113.00,14.00,13.00,14.00,98.00,126.72,0.00,98.00,126.72,0.00
1,ZH,13,Stallikon,98.00,103.00,11.00,11.00,14.00,98.00,103.00,11.00,11.00,14.00,98.00,114.00,0.00,98.00,114.00,0.00
1,ZH,292,Stammheim,98.00,114.00,14.00,14.00,14.00,98.00,114.00,14.00,14.00,14.00,98.00,128.00,0.00,98.00,128.00,0.00
1,ZH,101,Steinmaur,98.00,108.00,12.00,10.00,14.00,98.00,108.00,12.00,10.00,14.00,98.00,119.12,0.00,98.00,119.12,0.00
1,ZH,158,Stäfa,98.00,78.00,11.00,11.00,14.00,98.00,78.00,11.00,11.00,14.00,98.00,89.00,0.00,98.00,89.00,0.00
1,ZH,39,Thalheim an der Thur,98.00,115.00,12.00,13.00,14.00,98.00,115.00,12.00,13.00,14.00,98.00,127.22,0.00,98.00,127.22,0.00
1,ZH,141,Thalwil,98.00,78.00,11.00,10.00,14.00,98.00,78.00,11.00,10.00,14.00,98.00,88.48,0.00,98.00,88.48,0.00
1,ZH,41,Truttikon,98.00,107.00,14.00,14.00,14.00,98.00,107.00,14.00,14.00,14.00,98.00,121.00,0.00,98.00,121.00,0.00
1,ZH,40,Trüllikon,98.00,110.00,14.00,14.00,14.00,98.00,110.00,14.00,14.00,14.00,98.00,124.00,0.00,98.00,124.00,0.00
1,ZH,228,Turbenthal,98.00,122.00,14.00,13.00,14.00,98.00,122.00,14.00,13.00,14.00,98.00,135.67,0.00,98.00,135.67,0.00
1,ZH,159,Uetikon am See,98.00,84.00,11.00,11.00,14.00,98.00,84.00,11.00,11.00,14.00,98.00,95.00,0.00,98.00,95.00,0.00
1,ZH,248,Uitikon,98.00,78.00,10.00,10.00,14.00,98.00,78.00,10.00,10.00,14.00,98.00,88.00,0.00,98.00,88.00,0.00
1,ZH,249,Unterengstringen,98.00,102.00,11.00,13.00,14.00,98.00,102.00,11.00,13.00,14.00,98.00,114.08,0.00,98.00,114.08,0.00
1,ZH,250,Urdorf,98.00,115.00,10.00,11.00,14.00,98.00,115.00,10.00,11.00,14.00,98.00,125.56,0.00,98.00,125.56,0.00
1,ZH,198,Uster,98.00,112.00,11.00,10.00,14.00,98.00,112.00,11.00,10.00,14.00,98.00,122.54,0.00,98.00,122.54,0.00
1,ZH,43,Volken,98.00,111.00,12.00,13.00,14.00,98.00,111.00,12.00,13.00,14.00,98.00,123.22,0.00,98.00,123.22,0.00
1,ZH,199,Volketswil,98.00,101.00,10.00,10.00,14.00,98.00,101.00,10.00,10.00,14.00,98.00,111.00,0.00,98.00,111.00,0.00
1,ZH,120,Wald (ZH),98.00,122.00,14.00,12.00,14.00,98.00,122.00,14.00,12.00,14.00,98.00,135.02,0.00,98.00,135.02,0.00
1,ZH,69,Wallisellen,98.00,93.00,7.00,8.00,14.00,98.00,93.00,7.00,8.00,14.00,98.00,100.55,0.00,98.00,100.55,0.00
1,ZH,200,Wangen-Brüttisellen,98.00,101.00,11.00,8.00,14.00,98.00,101.00,11.00,8.00,14.00,98.00,110.44,0.00,98.00,110.44,0.00
1,ZH,70,Wasterkingen,98.00,116.00,14.00,13.00,14.00,98.00,116.00,14.00,13.00,14.00,98.00,129.75,0.00,98.00,129.75,0.00
1,ZH,102,Weiach,98.00,96.00,11.00,13.00,14.00,98.00,96.00,11.00,13.00,14.00,98.00,107.68,0.00,98.00,107.68,0.00
1,ZH,251,Weiningen (ZH),98.00,107.00,11.00,9.00,14.00,98.00,107.00,11.00,9.00,14.00,98.00,116.92,0.00,98.00,116.92,0.00
1,ZH,180,Weisslingen,98.00,116.00,13.00,13.00,14.00,98.00,116.00,13.00,13.00,14.00,98.00,129.00,0.00,98.00,129.00,0.00
1,ZH,14,Wettswil am Albis,98.00,91.00,11.00,11.00,14.00,98.00,91.00,11.00,11.00,14.00,98.00,102.00,0.00,98.00,102.00,0.00
1,ZH,121,Wetzikon (ZH),98.00,119.00,14.00,14.00,14.00,98.00,119.00,14.00,14.00,14.00,98.00,133.00,0.00,98.00,133.00,0.00
1,ZH,298,Wiesendangen,98.00,88.00,14.00,13.00,14.00,98.00,88.00,14.00,13.00,14.00,98.00,101.68,0.00,98.00,101.68,0.00
1,ZH,71,Wil (ZH),98.00,99.00,14.00,13.00,14.00,98.00,99.00,14.00,13.00,14.00,98.00,112.77,0.00,98.00,112.77,0.00
1,ZH,181,Wila,98.00,125.00,14.00,13.00,14.00,98.00,125.00,14.00,13.00,14.00,98.00,138.72,0.00,98.00,138.72,0.00
1,ZH,182,Wildberg,98.00,127.00,14.00,13.00,14.00,98.00,127.00,14.00,13.00,14.00,98.00,140.80,0.00,98.00,140.80,0.00
1,ZH,72,Winkel,98.00,76.00,10.00,11.00,14.00,98.00,76.00,10.00,11.00,14.00,98.00,86.42,0.00,98.00,86.42,0.00
1,ZH,230,Winterthur,98.00,125.00,13.00,17.00,14.00,98.00,125.00,13.00,17.00,14.00,98.00,139.72,0.00,98.00,139.72,0.00
1,ZH,293,Wädenswil,98.00,103.00,11.00,13.00,14.00,98.00,103.00,11.00,13.00,14.00,98.00,114.94,0.00,98.00,114.94,0.00
1,ZH,231,Zell (ZH),98.00,118.00,14.00,12.00,14.00,98.00,118.00,14.00,12.00,14.00,98.00,131.22,0.00,98.00,131.22,0.00
1,ZH,161,Zollikon,98.00,76.00,8.00,8.00,14.00,98.00,76.00,8.00,8.00,14.00,98.00,84.00,0.00,98.00,84.00,0.00
1,ZH,160,Zumikon,98.00,75.00,8.00,8.00,14.00,98.00,75.00,8.00,8.00,14.00,98.00,83.00,0.00,98.00,83.00,0.00
1,ZH,261,Zürich,98.00,119.00,10.00,10.00,14.00,98.00,119.00,10.00,10.00,14.00,98.00,129.03,0.00,98.00,129.03,0.00
2,BE,301,Aarberg,297.50,175.00,16.10,20.00,28.00,297.50,175.00,16.10,20.00,28.00,262.00,175.00,16.76,262.00,175.00,16.76
2,BE,321,Aarwangen,297.50,157.00,18.40,19.00,27.60,297.50,157.00,18.40,19.00,27.60,262.00,157.00,18.58,262.00,157.00,18.58
2,BE,561,Adelboden,297.50,199.00,18.40,23.00,23.00,297.50,199.00,18.40,23.00,23.00,262.00,199.00,18.94,262.00,199.00,18.94
2,BE,401,Aefligen,297.50,195.00,16.00,19.00,27.60,297.50,195.00,16.00,19.00,27.60,262.00,195.00,16.47,262.00,195.00,16.47
2,BE,731,Aegerten,297.50,179.00,20.00,20.00,28.00,297.50,179.00,20.00,20.00,28.00,262.00,179.00,20.03,262.00,179.00,20.03
2,BE,562,Aeschi bei Spiez,297.50,179.00,25.00,23.00,23.00,297.50,179.00,25.00,23.00,23.00,262.00,179.00,24.82,262.00,179.00,24.82
2,BE,951,Affoltern im Emmental,297.50,186.00,23.80,19.00,27.60,297.50,186.00,23.80,19.00,27.60,262.00,186.00,23.47,262.00,186.00,23.47
2,BE,402,Alchenstorf,297.50,175.00,22.00,19.00,27.60,297.50,175.00,22.00,19.00,27.60,262.00,175.00,21.82,262.00,175.00,21.82
2,BE,630,Allmendingen,297.50,125.00,18.40,18.00,27.60,297.50,125.00,18.40,18.00,27.60,262.00,125.00,18.33,262.00,125.00,18.33
2,BE,921,Amsoldingen,297.50,185.00,24.60,19.50,23.00,297.50,185.00,24.60,19.50,23.00,262.00,185.00,24.07,262.00,185.00,24.07
2,BE,381,Arch,297.50,175.00,14.00,20.00,28.00,297.50,175.00,14.00,20.00,28.00,262.00,175.00,15.30,262.00,175.00,15.30
2,BE,602,Arni (BE),297.50,174.00,23.00,19.00,27.60,297.50,174.00,23.00,19.00,27.60,262.00,174.00,22.82,262.00,174.00,22.82
2,BE,971,Attiswil,297.50,164.00,20.70,19.00,27.60,297.50,164.00,20.70,19.00,27.60,262.00,164.00,20.30,262.00,164.00,20.30
2,BE,322,Auswil,297.50,175.00,18.40,19.00,27.60,297.50,175.00,18.40,19.00,27.60,262.00,175.00,18.47,262.00,175.00,18.47
